"","Project.ID","Deployment.id_new","Unit","Subunit","Site","Settlements","Lon","Lat","Start.date","Time.Diff","rescaled_Time.Diff","Monitoring.Time.Diff_numeric","sinus_Monitoring.Time.Diff","cosinus_Monitoring.Time.Diff","Distance","Transect","Distance.Agri"
"106","T0","Kerem Maharal Near CA9","Mediterranean Maquis","Carmel","Kerem Maharal","Near",34.995291,32.644205,01/07/12,  63,-1.7071490,10,-0.54402111088937,-0.839071529076452,227.2248103,"Kerem Maharal Near",353.545011
"107","T0","Kfar Shamai Far CA01","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"108","T0","Kfar Shamai Far CA02","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"109","T0","Kfar Shamai Far CA03","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"110","T0","Kfar Shamai Far CA04","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"111","T0","Kfar Shamai Far CA05","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"112","T0","Kfar Shamai Far CA06","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"113","T0","Kfar Shamai Far CA07","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"114","T0","Kfar Shamai Far CA08","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"115","T0","Kfar Shamai Far CA09","Mediterranean Maquis","Galilee","Kfar Shamai","Far",35.469839,32.967418,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,1272.262406,"Kfar Shamai Far",934.824423
"116","T0","Kfar Shamai Near CA10","Mediterranean Maquis","Galilee","Kfar Shamai","Near",35.458873,32.964077,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,222.7575834,"Kfar Shamai Near",43.903109
"117","T0","Kfar Shamai Near CA11","Mediterranean Maquis","Galilee","Kfar Shamai","Near",35.458873,32.964077,29/04/12,   0,-1.7582423,-53,-0.395925150181834,-0.918282786212119,222.7575834,"Kfar Shamai Near",43.903109
