"","Project.ID","year","Deployment.id_new","Unit","Subunit","Site","Settlements","Agriculture","Dunes","Lon","Lat","Start.date","Time.Diff","rescaled_Time.Diff_new","Monitoring.Time.Diff_numeric","sinus_Monitoring.Time.Diff","cosinus_Monitoring.Time.Diff","Distance","Transect","Distance.Agri","Transect_date","Canis aureus","Canis lupus","Capra nubiana","Dama mesopotamica","Equus hemionus","Gazella dorcas","Gazella gazella","Hyaena hyaena","Hystrix indica","Lepus capensis","Meles meles","Oryx leucoryx","Sus scrofa","Vulpes vulpes"
"68","T0",2014,"Yavneel Far CA14","Herbaceous and Dwarf Shrub Vegetation",NA,"Yavneel","Far",NA,NA,35.512391,32.678852,16/07/14, 808,-1.11757673,25,-0.132351750097773,0.991202811863474,1924.414627,"Yavneel Far",174.417643,"Yavneel Far 16/07/14",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"69","T0",2014,"Yavneel Far CA16","Herbaceous and Dwarf Shrub Vegetation",NA,"Yavneel","Far",NA,NA,35.512391,32.678852,16/07/14, 808,-1.11757673,25,-0.132351750097773,0.991202811863474,1924.414627,"Yavneel Far",174.417643,"Yavneel Far 16/07/14",6,0,0,0,0,0,4,0,1,0,2,0,3,1
"70","T0",2014,"Yavneel Far CA19","Herbaceous and Dwarf Shrub Vegetation",NA,"Yavneel","Far",NA,NA,35.512391,32.678852,16/07/14, 808,-1.11757673,25,-0.132351750097773,0.991202811863474,1924.414627,"Yavneel Far",174.417643,"Yavneel Far 16/07/14",1,0,0,0,0,0,9,0,0,0,0,0,6,1
"71","T0",2014,"Yavneel Far CA28","Herbaceous and Dwarf Shrub Vegetation",NA,"Yavneel","Far",NA,NA,35.512391,32.678852,16/07/14, 808,-1.11757673,25,-0.132351750097773,0.991202811863474,1924.414627,"Yavneel Far",174.417643,"Yavneel Far 16/07/14",5,1,0,0,0,0,10,0,3,0,0,0,0,0
"72","T0",2014,"Yavneel Far CA33","Herbaceous and Dwarf Shrub Vegetation",NA,"Yavneel","Far",NA,NA,35.512391,32.678852,16/07/14, 808,-1.11757673,25,-0.132351750097773,0.991202811863474,1924.414627,"Yavneel Far",174.417643,"Yavneel Far 16/07/14",2,0,0,0,0,0,3,0,0,0,0,0,2,1
"73","T0",2014,"Yavneel Far CA6","Herbaceous and Dwarf Shrub Vegetation",NA,"Yavneel","Far",NA,NA,35.512391,32.678852,16/07/14, 808,-1.11757673,25,-0.132351750097773,0.991202811863474,1924.414627,"Yavneel Far",174.417643,"Yavneel Far 16/07/14",2,0,0,0,0,0,1,0,1,0,0,0,3,0
"74","T0",2014,"Yavneel Far CA9","Herbaceous and Dwarf Shrub Vegetation",NA,"Yavneel","Far",NA,NA,35.512391,32.678852,16/07/14, 808,-1.11757673,25,-0.132351750097773,0.991202811863474,1924.414627,"Yavneel Far",174.417643,"Yavneel Far 16/07/14",1,0,0,0,0,0,1,0,0,0,0,0,0,1
"75","T0",2014,"Beit Yatir Far 19","Mediterranean Desert Transition Zone",NA,"Beit Yatir","Far",NA,NA,35.124834,31.369949,13/07/14, 805,-1.11998799,22,-0.00885130929040388,-0.999960826394637,1091.636177,"Beit Yatir Far",1445.22705,"Beit Yatir Far 13/07/14",31,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","T0",2014,"Beit Yatir Far 20","Mediterranean Desert Transition Zone",NA,"Beit Yatir","Far",NA,NA,35.124834,31.369949,13/07/14, 805,-1.11998799,22,-0.00885130929040388,-0.999960826394637,1091.636177,"Beit Yatir Far",1445.22705,"Beit Yatir Far 13/07/14",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"77","T0",2014,"Beit Yatir Far 23","Mediterranean Desert Transition Zone",NA,"Beit Yatir","Far",NA,NA,35.124834,31.369949,13/07/14, 805,-1.11998799,22,-0.00885130929040388,-0.999960826394637,1091.636177,"Beit Yatir Far",1445.22705,"Beit Yatir Far 13/07/14",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"78","T0",2014,"Beit Yatir Far 24","Mediterranean Desert Transition Zone",NA,"Beit Yatir","Far",NA,NA,35.124834,31.369949,13/07/14, 805,-1.11998799,22,-0.00885130929040388,-0.999960826394637,1091.636177,"Beit Yatir Far",1445.22705,"Beit Yatir Far 13/07/14",2,0,0,0,0,0,6,0,0,0,0,0,0,0
