Project.ID,Cycle_number,year,Deployment.id_new,Unit,Subunit,Site,Settlements,Agriculture,Dunes,Lon,Lat,Start.date,Time.Diff,rescaled_Time.Diff,Monitoring.Time.Diff_numeric,sinus_Monitoring.Time.Diff,cosinus_Monitoring.Time.Diff,Distance,Transect,Transect_with_date,Distance_agri,Distance_agri_rescaled,Canis aureus,Canis lupus,Capra nubiana,Dama mesopotamica,Equus hemionus,Gazella dorcas,Gazella gazella,Hyaena hyaena,Hystrix indica,Lepus capensis,Meles meles,Oryx leucoryx,Sus scrofa,Vulpes vulpes
T1,1,2015,Kerem Maharal Far CA17,Mediterranean Maquis,Carmel,Kerem Maharal,Far,NA,NA,35.01498446,32.66119169,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,2656.131218,Kerem Maharal Far,Kerem Maharal Far_19_05_2015,698.898006,-0.038073165,1,0,0,0,0,0,0,2,8,0,0,0,3,7
T1,1,2015,Kerem Maharal Far CA18,Mediterranean Maquis,Carmel,Kerem Maharal,Far,NA,NA,35.01798091,32.66268556,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,2656.131218,Kerem Maharal Far,Kerem Maharal Far_19_05_2015,698.898006,-0.038073165,1,0,0,0,0,0,0,2,5,0,0,0,4,4
T1,1,2015,Kerem Maharal Far CA18,Mediterranean Maquis,Carmel,Kerem Maharal,Far,NA,NA,35.01754722,32.6622551,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,2656.131218,Kerem Maharal Far,Kerem Maharal Far_19_05_2015,698.898006,-0.038073165,1,0,0,0,0,0,0,2,5,0,0,0,4,4
T1,1,2015,Kerem Maharal Far CA6,Mediterranean Maquis,Carmel,Kerem Maharal,Far,NA,NA,35.01994352,32.66338161,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,2686.335993,Kerem Maharal Far,Kerem Maharal Far_19_05_2015,895.990157,0.143873194,1,0,0,0,0,0,0,2,27,0,0,0,6,0
T1,1,2015,Kerem Maharal Near CA20,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99570895,32.6426459,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,271.1000925,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,296.673623,-0.409388115,1,0,0,0,0,0,0,0,3,0,1,0,0,0
T1,1,2015,Kerem Maharal Near CA21,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99497366,32.64521318,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,132.1419866,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,264.347433,-0.439230158,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Kerem Maharal Near CA22,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99465491,32.64208485,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,163.5637818,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,257.706504,-0.445360757,2,0,0,0,0,0,0,0,1,0,0,0,10,0
T1,1,2015,Kerem Maharal Near CA23,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99517403,32.64566756,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,100.0499594,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,260.834516,-0.442473121,2,0,0,0,0,0,0,0,4,0,0,0,8,0
T1,1,2015,Kerem Maharal Near CA24,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99593311,32.64491716,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,208.6083891,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,333.585826,-0.375312476,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T1,1,2015,Kerem Maharal Near CA25,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99466062,32.64581817,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,59.85772411,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,209.867398,-0.489523607,1,0,0,0,0,0,0,0,5,0,0,0,3,0
T1,1,2015,Kerem Maharal Near CA26,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99658305,32.64588425,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,151.6945565,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,218.873263,-0.481209809,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T1,1,2015,Kerem Maharal Near CA27,Mediterranean Maquis,Carmel,Kerem Maharal,Near,NA,NA,34.99538737,32.64326839,19/05/2015,1115,-0.85397274,-33,-0.99991186,-0.013276747,252.2910246,Kerem Maharal Near,Kerem Maharal Near_19_05_2015,367.613006,-0.343900157,3,0,0,0,0,0,0,0,2,0,1,0,0,0
T1,1,2015,Kfar Shamay Far CA2,Mediterranean Maquis,Galilee,Kfar Shamai,Far,NA,NA,35.46851773,32.96913215,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,1281.497734,Kfar Shamai Far,Kfar Shamai Far_13_07_2015,937.118578,0.18184105,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T1,1,2015,Kfar Shamay Far CA3,Mediterranean Maquis,Galilee,Kfar Shamai,Far,NA,NA,35.46941475,32.96887734,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,1332.493841,Kfar Shamai Far,Kfar Shamai Far_13_07_2015,1010.220741,0.249325587,0,0,0,0,0,0,0,0,0,0,0,0,2,0
T1,1,2015,Kfar Shamay Far CA4,Mediterranean Maquis,Galilee,Kfar Shamai,Far,NA,NA,35.47046806,32.96610759,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,1254.526481,Kfar Shamai Far,Kfar Shamai Far_13_07_2015,866.529302,0.116676295,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T1,1,2015,Kfar Shamay Far CA6,Mediterranean Maquis,Galilee,Kfar Shamai,Far,NA,NA,35.46960451,32.96723779,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,1243.087347,Kfar Shamai Far,Kfar Shamai Far_13_07_2015,905.616069,0.152759391,1,0,0,0,0,0,0,0,4,0,0,0,17,0
T1,1,2015,Kfar Shamay Far CA7,Mediterranean Maquis,Galilee,Kfar Shamai,Far,NA,NA,35.46966981,32.96781861,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,1283.258881,Kfar Shamai Far,Kfar Shamai Far_13_07_2015,961.103161,0.203982508,1,1,0,0,0,0,0,0,0,0,0,0,5,0
T1,1,2015,Kfar Shamay Far CA8,Mediterranean Maquis,Galilee,Kfar Shamai,Far,NA,NA,35.46838405,32.96951867,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,1296.721405,Kfar Shamai Far,Kfar Shamai Far_13_07_2015,938.899841,0.18348543,0,0,0,0,0,0,1,0,2,0,0,0,6,0
T1,1,2015,Kfar Shamay Near CA19,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45862816,32.96352785,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,168.3206126,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,30.117289,-0.655460595,0,0,0,0,0,0,0,0,5,0,0,0,7,0
T1,1,2015,Kfar Shamay Near CA20,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45917285,32.96230333,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,129.2248007,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,41.283549,-0.645152421,1,0,0,0,0,0,0,0,9,0,1,0,7,7
T1,1,2015,Kfar Shamay Near CA21,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.46044751,32.96229954,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,227.3461359,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,35.415734,-0.650569316,25,0,0,0,0,0,0,0,17,0,3,0,14,5
T1,1,2015,Kfar Shamay Near CA22,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45915211,32.96578148,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,364.4832454,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,51.021781,-0.636162535,0,0,0,0,0,0,0,0,0,0,0,0,3,0
T1,1,2015,Kfar Shamay Near CA23,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45896327,32.96303111,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,161.0735957,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,62.880009,-0.625215567,1,0,0,0,0,0,0,0,30,0,6,0,23,62
T1,1,2015,Kfar Shamay Near CA24,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45891091,32.96447189,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,251.4790964,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,49.130739,-0.637908258,1,0,0,0,0,0,0,0,1,0,0,0,8,1
T1,1,2015,Kfar Shamay Near CA25,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45940127,32.96633742,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,426.9042289,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,50.823531,-0.63634555,1,0,0,0,0,0,0,0,3,0,0,0,3,0
T1,1,2015,Kfar Shamay Near CA26,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45864882,32.96522554,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,287.1263447,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,20.447941,-0.66438689,1,0,0,0,0,0,0,0,3,0,0,0,6,2
T1,1,2015,Kfar Shamay Near CA27,Mediterranean Maquis,Galilee,Kfar Shamai,Near,NA,NA,35.45958805,32.96199559,13/07/2015,1170,-0.80936751,22,-0.008851309,-0.999960826,140.8497954,Kfar Shamai Near,Kfar Shamai Near_13_07_2015,1.162283,-0.682190518,0,0,0,0,0,0,0,0,3,0,0,0,0,0
T1,1,2015,Kisalon Far ca29,Mediterranean Maquis,Judea,Kisalon,Far,NA,NA,35.038793,31.768203,19/07/2015,1176,-0.80450149,28,0.270905788,-0.962605866,823.0594595,Kisalon Far,Kisalon Far_19_07_2015,1414.863945,0.62287348,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Kisalon Far ca30,Mediterranean Maquis,Judea,Kisalon,Far,NA,NA,35.038243,31.76842,19/07/2015,1176,-0.80450149,28,0.270905788,-0.962605866,827.2222849,Kisalon Far,Kisalon Far_19_07_2015,1465.404966,0.669530613,0,0,0,0,0,0,0,0,2,0,0,0,0,0
T1,1,2015,Kisalon Far ca33,Mediterranean Maquis,Judea,Kisalon,Far,NA,NA,35.039873,31.768217,19/07/2015,1176,-0.80450149,28,0.270905788,-0.962605866,780.5574949,Kisalon Far,Kisalon Far_19_07_2015,1312.710429,0.528570078,5,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Kisalon Near ca28,Mediterranean Maquis,Judea,Kisalon,Near,NA,NA,34.988797,31.661578,01/07/2015,1158,-0.81909956,10,-0.544021111,-0.839071529,319.2565024,Kisalon Near,Kisalon Near_01_07_2015,565.30032,-0.161404371,8,0,0,0,0,0,0,1,0,0,0,0,0,0
T1,1,2015,Kisalon Near ca29,Mediterranean Maquis,Judea,Kisalon,Near,NA,NA,35.051883,31.774915,01/07/2015,1158,-0.81909956,10,-0.544021111,-0.839071529,40.71951253,Kisalon Near,Kisalon Near_01_07_2015,68.832333,-0.619720657,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T1,1,2015,Kisalon Near ca31,Mediterranean Maquis,Judea,Kisalon,Near,NA,NA,35.051183,31.774873,01/07/2015,1158,-0.81909956,10,-0.544021111,-0.839071529,1.630999442,Kisalon Near,Kisalon Near_01_07_2015,107.916194,-0.583640244,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Kisalon Near ca32,Mediterranean Maquis,Judea,Kisalon,Near,NA,NA,35.052551,31.774668,01/07/2015,1158,-0.81909956,10,-0.544021111,-0.839071529,51.02696173,Kisalon Near,Kisalon Near_01_07_2015,78.481924,-0.610812601,3,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Kisalon Near ca35,Mediterranean Maquis,Judea,Kisalon,Near,NA,NA,35.052935,31.774968,01/07/2015,1158,-0.81909956,10,-0.544021111,-0.839071529,98.51298878,Kisalon Near,Kisalon Near_01_07_2015,33.216418,-0.652599623,0,0,0,0,0,0,0,0,2,0,0,0,0,0
T1,1,2015,Kisalon Near ca36,Mediterranean Maquis,Judea,Kisalon,Near,NA,NA,35.0523,31.774341,01/07/2015,1158,-0.81909956,10,-0.544021111,-0.839071529,7.678625989,Kisalon Near,Kisalon Near_01_07_2015,121.484568,-0.571114549,19,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Margaliot Far CA19,Mediterranean Maquis,Galilee,Margaliot,Far,NA,NA,35.54184125,33.20645619,20/09/2015,1239,-0.75340823,91,0.105987512,-0.994367461,599.00097,Margaliot Far,Margaliot Far_20_09_2015,103.888625,-0.58735831,0,0,0,0,0,0,0,0,6,0,0,0,3,0
T1,1,2015,Margaliot Far CA20,Mediterranean Maquis,Galilee,Margaliot,Far,NA,NA,35.54418594,33.20502207,20/09/2015,1239,-0.75340823,91,0.105987512,-0.994367461,538.8310928,Margaliot Far,Margaliot Far_20_09_2015,160.318354,-0.535264993,2,0,0,0,0,0,0,0,2,0,0,0,0,0
T1,1,2015,Margaliot Far CA21,Mediterranean Maquis,Galilee,Margaliot,Far,NA,NA,35.54449324,33.20464788,20/09/2015,1239,-0.75340823,91,0.105987512,-0.994367461,500.0000185,Margaliot Far,Margaliot Far_20_09_2015,152.299285,-0.542667827,1,0,0,0,0,0,0,0,0,0,0,0,1,0
T1,1,2015,Margaliot Far CA22,Mediterranean Maquis,Galilee,Margaliot,Far,NA,NA,35.5450644,33.2045172,20/09/2015,1239,-0.75340823,91,0.105987512,-0.994367461,493.0079763,Margaliot Far,Margaliot Far_20_09_2015,124.135657,-0.568667186,59,0,0,0,0,0,0,0,12,0,2,0,5,1
T1,1,2015,Margaliot Far CA23,Mediterranean Maquis,Galilee,Margaliot,Far,NA,NA,35.5433718,33.20568966,20/09/2015,1239,-0.75340823,91,0.105987512,-0.994367461,613.6442876,Margaliot Far,Margaliot Far_20_09_2015,112.812279,-0.579120405,1,0,0,0,0,0,0,0,2,0,0,0,3,0
T1,1,2015,Margaliot Far CA25,Mediterranean Maquis,Galilee,Margaliot,Far,NA,NA,35.54549414,33.20450644,20/09/2015,1239,-0.75340823,91,0.105987512,-0.994367461,497.4497078,Margaliot Far,Margaliot Far_20_09_2015,107.176345,-0.584323239,13,0,0,0,0,0,0,0,4,0,2,0,0,0
T1,1,2015,Margaliot Far CA27,Mediterranean Maquis,Galilee,Margaliot,Far,NA,NA,35.54298375,33.20620445,20/09/2015,1239,-0.75340823,91,0.105987512,-0.994367461,577.1970715,Margaliot Far,Margaliot Far_20_09_2015,49.480039,-0.6375858,14,0,0,0,0,0,0,0,3,0,0,0,1,2
T1,1,2015,Margaliot Near CA1,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54135065,33.21277391,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,201.7828426,Margaliot Near,Margaliot Near_28_10_2015,30.006824,-0.655562572,1,0,0,0,0,0,0,0,0,0,0,0,10,0
T1,1,2015,Margaliot Near CA2,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.5402863,33.21552264,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,160.7638988,Margaliot Near,Margaliot Near_28_10_2015,53.588094,-0.633793434,9,0,0,0,0,0,0,0,0,0,0,0,36,3
T1,1,2015,Margaliot Near CA3,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54190517,33.21316519,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,142.0306534,Margaliot Near,Margaliot Near_28_10_2015,40.714971,-0.645677305,3,0,0,0,0,0,0,0,1,0,0,0,31,0
T1,1,2015,Margaliot Near CA4,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54192709,33.21379044,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,127.9045484,Margaliot Near,Margaliot Near_28_10_2015,86.280961,-0.603612891,11,0,0,0,0,0,0,0,2,0,1,0,42,0
T1,1,2015,Margaliot Near CA5,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54081506,33.21524065,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,138.2716989,Margaliot Near,Margaliot Near_28_10_2015,95.309325,-0.595278323,22,0,0,0,0,0,0,0,1,0,0,0,9,0
T1,1,2015,Margaliot Near CA6,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54132743,33.21515575,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,104.4754846,Margaliot Near,Margaliot Near_28_10_2015,124.450811,-0.56837625,4,0,0,0,0,0,0,0,1,0,1,0,7,0
T1,1,2015,Margaliot Near CA7,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54094993,33.21216371,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,257.9920506,Margaliot Near,Margaliot Near_28_10_2015,77.253507,-0.611946619,2,0,0,0,0,0,0,0,1,0,0,0,20,0
T1,1,2015,Margaliot Near CA8,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54195026,33.21457551,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,93.4132674,Margaliot Near,Margaliot Near_28_10_2015,133.134323,-0.560360034,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Margaliot Near CA9,Mediterranean Maquis,Galilee,Margaliot,Near,NA,NA,35.54088965,33.21248886,28/10/2015,1277,-0.72259008,129,-0.193473392,-0.981105523,250.9912917,Margaliot Near,Margaliot Near_28_10_2015,70.370556,-0.618300641,7,0,0,0,0,0,0,0,2,0,0,0,77,0
T1,1,2015,Nehusha Far ca13,Mediterranean Maquis,Judea,Nehusha,Far,NA,NA,34.945855,31.637132,13/09/2015,1232,-0.75908526,84,0.73319032,-0.680023496,683.4853434,Nehusha Far,Nehusha Far_13_09_2015,430.107957,-0.286207708,0,0,0,0,0,0,0,0,0,0,1,0,0,1
T1,1,2015,Nehusha Far ca16,Mediterranean Maquis,Judea,Nehusha,Far,NA,NA,34.94685,31.637652,13/09/2015,1232,-0.75908526,84,0.73319032,-0.680023496,649.7274523,Nehusha Far,Nehusha Far_13_09_2015,319.903201,-0.387943643,0,0,0,0,0,0,0,0,4,0,0,0,0,2
T1,1,2015,Nehusha Far ca17,Mediterranean Maquis,Judea,Nehusha,Far,NA,NA,34.944978,31.638885,13/09/2015,1232,-0.75908526,84,0.73319032,-0.680023496,872.4789787,Nehusha Far,Nehusha Far_13_09_2015,414.224469,-0.30087061,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T1,1,2015,Nehusha Far ca18,Mediterranean Maquis,Judea,Nehusha,Far,NA,NA,34.948062,31.637562,13/09/2015,1232,-0.75908526,84,0.73319032,-0.680023496,566.1391943,Nehusha Far,Nehusha Far_13_09_2015,227.660473,-0.473097863,0,0,0,0,0,0,1,0,3,0,0,0,0,2
T1,1,2015,Nehusha Far ca32,Mediterranean Maquis,Judea,Nehusha,Far,NA,NA,34.946187,31.637503,13/09/2015,1232,-0.75908526,84,0.73319032,-0.680023496,684.9005332,Nehusha Far,Nehusha Far_13_09_2015,383.933895,-0.328833467,0,0,0,0,0,0,3,0,0,0,0,0,0,6
T1,1,2015,Nehusha Near ca28,Mediterranean Maquis,Judea,Nehusha,Near,NA,NA,34.952505,31.636078,26/09/2015,1245,-0.74854221,97,0.379607739,-0.925147537,289.4240281,Nehusha Near,Nehusha Near_26_09_2015,49.828433,-0.637264179,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T1,1,2015,Nehusha Near ca29,Mediterranean Maquis,Judea,Nehusha,Near,NA,NA,34.951522,31.635937,26/09/2015,1245,-0.74854221,97,0.379607739,-0.925147537,269.1488633,Nehusha Near,Nehusha Near_26_09_2015,82.461663,-0.60713869,18,0,0,0,0,0,0,0,12,0,1,0,0,1
T1,1,2015,Nehusha Near ca30,Mediterranean Maquis,Judea,Nehusha,Near,NA,NA,34.953415,31.635553,26/09/2015,1245,-0.74854221,97,0.379607739,-0.925147537,238.2539031,Nehusha Near,Nehusha Near_26_09_2015,53.321152,-0.634039862,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Nehusha Near ca31,Mediterranean Maquis,Judea,Nehusha,Near,NA,NA,34.951037,31.635583,26/09/2015,1245,-0.74854221,97,0.379607739,-0.925147537,237.8296194,Nehusha Near,Nehusha Near_26_09_2015,113.317933,-0.578653608,1,0,0,0,0,0,0,0,1,0,0,0,0,0
T1,1,2015,Nehusha Near ca33,Mediterranean Maquis,Judea,Nehusha,Near,NA,NA,34.95193,31.635872,26/09/2015,1245,-0.74854221,97,0.379607739,-0.925147537,262.3217783,Nehusha Near,Nehusha Near_26_09_2015,49.727647,-0.63735722,3,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Nehusha Near ca35,Mediterranean Maquis,Judea,Nehusha,Near,NA,NA,34.953342,31.63592,26/09/2015,1245,-0.74854221,97,0.379607739,-0.925147537,278.2682172,Nehusha Near,Nehusha Near_26_09_2015,84.623641,-0.605142852,0,0,0,0,0,0,0,0,8,0,2,0,0,1
T1,1,2015,Nehusha Near ca36,Mediterranean Maquis,Judea,Nehusha,Near,NA,NA,34.953792,31.635158,26/09/2015,1245,-0.74854221,97,0.379607739,-0.925147537,200.753128,Nehusha Near,Nehusha Near_26_09_2015,39.295156,-0.646988013,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,1,2015,Nir Etzion Far CA19,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.01042733,32.6966915,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,949.7563038,Nir Etzion Far,Nir Etzion Far_02_06_2015,137.979384,-0.555887297,3,0,0,0,0,0,0,1,0,0,0,0,3,0
T1,1,2015,Nir Etzion Far CA20,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.00632468,32.69832898,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,797.789906,Nir Etzion Far,Nir Etzion Far_02_06_2015,530.498771,-0.193531551,0,0,0,0,0,0,0,0,0,0,0,0,2,0
T1,1,2015,Nir Etzion Far CA22,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.00909667,32.69671848,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,852.4755195,Nir Etzion Far,Nir Etzion Far_02_06_2015,216.136133,-0.483736601,1,0,0,0,0,0,0,1,0,0,0,0,2,0
T1,1,2015,Nir Etzion Far CA23,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.00909667,32.69671848,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,852.4755195,Nir Etzion Far,Nir Etzion Far_02_06_2015,216.136133,-0.483736601,6,0,0,0,0,0,0,1,0,0,0,0,2,1
T1,1,2015,Nir Etzion Far CA24,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.00909667,32.69671848,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,852.4755195,Nir Etzion Far,Nir Etzion Far_02_06_2015,216.136133,-0.483736601,0,0,0,0,0,0,0,1,0,0,0,0,3,0
T1,1,2015,Nir Etzion Far CA25,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.00781478,32.69741843,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,819.6566197,Nir Etzion Far,Nir Etzion Far_02_06_2015,358.196338,-0.352593189,1,0,0,0,0,0,0,0,0,0,0,0,5,0
T1,1,2015,Nir Etzion Far CA26,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.00658005,32.69797592,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,783.436748,Nir Etzion Far,Nir Etzion Far_02_06_2015,487.964695,-0.232797043,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T1,1,2015,Nir Etzion Far CA27,Mediterranean Maquis,Carmel,Nir Etzion,Far,NA,NA,35.00716602,32.69801021,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,823.8632058,Nir Etzion Far,Nir Etzion Far_02_06_2015,446.806275,-0.270792593,0,0,0,0,0,0,0,0,0,0,0,0,5,0
T1,1,2015,Nir Etzion Near CA1,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.9944741,32.70081251,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,57.82210857,Nir Etzion Near,Nir Etzion Near_02_06_2015,821.074301,0.07471434,0,0,0,0,0,0,0,0,13,0,0,0,1,0
T1,1,2015,Nir Etzion Near CA2,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.9949786,32.70040324,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,19.28992989,Nir Etzion Near,Nir Etzion Near_02_06_2015,830.709835,0.08360942,4,0,0,0,0,0,0,0,1,0,0,0,1,0
T1,1,2015,Nir Etzion Near CA3,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.99687386,32.69999856,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,53.80341231,Nir Etzion Near,Nir Etzion Near_02_06_2015,959.582073,0.20257831,37,0,0,0,0,0,0,2,4,0,0,0,2,0
T1,1,2015,Nir Etzion Near CA4,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.99259319,32.70131503,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,26.83459666,Nir Etzion Near,Nir Etzion Near_02_06_2015,738.440418,-0.001569439,18,0,0,0,0,0,0,0,1,0,0,0,2,0
T1,1,2015,Nir Etzion Near CA5,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.99807964,32.69960292,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,125.1176368,Nir Etzion Near,Nir Etzion Near_02_06_2015,1044.157662,0.280654583,11,0,0,0,0,0,0,2,3,0,1,0,3,0
T1,1,2015,Nir Etzion Near CA6,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.99625762,32.70015982,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,34.05583986,Nir Etzion Near,Nir Etzion Near_02_06_2015,917.274939,0.163522321,35,0,0,0,0,0,0,0,0,0,0,0,3,0
T1,1,2015,Nir Etzion Near CA7,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.99376582,32.70115116,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,76.88206479,Nir Etzion Near,Nir Etzion Near_02_06_2015,797.534668,0.05298364,5,0,0,0,0,0,0,0,1,0,0,0,1,0
T1,1,2015,Nir Etzion Near CA8,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.99546513,32.70027373,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,11.26568838,Nir Etzion Near,Nir Etzion Near_02_06_2015,860.3648,0.110985512,4,0,0,0,0,0,0,1,1,0,0,0,2,0
T1,1,2015,Nir Etzion Near CA9,Mediterranean Maquis,Carmel,Nir Etzion,Near,NA,NA,34.99729763,32.699768,02/06/2015,1129,-0.84261868,-19,-0.14987721,0.988704618,61.7537806,Nir Etzion Near,Nir Etzion Near_02_06_2015,984.145317,0.225253961,11,0,0,0,0,0,0,0,0,0,0,0,10,0
