,Project.ID,Cycle_number,year,Deployment.id_new,Unit,Subunit,Site,Settlements,Agriculture,Dunes,Lon,Lat,Monitoring_start_date,Start.date,Time.Diff,rescaled_Time.Diff,Monitoring.Time.Diff_numeric,sinus_Monitoring.Time.Diff,cosinus_Monitoring.Time.Diff,Distance,Distance_rescaled,Transect,Transect_with_date,Distance_agri,Distance_agri_rescaled,Canis aureus,Canis lupus,Capra nubiana,Dama mesopotamica,Equus hemionus,Gazella dorcas,Gazella gazella,Hyaena hyaena,Hystrix indica,Lepus capensis,Meles meles,Oryx leucoryx,Sus scrofa,Vulpes vulpes
2254,T4,4,2022,Karei Deshe Far 6,Herbaceous and Dwarf Shrub Vegetation,NA,Karei Deshe,Far,NA,NA,35.58356915,32.92400796,29/04/2012,05/08/2022,3750,1.347476398,45,0.850903525,0.525321989,683.267942,-0.276909627,Karei Deshe Far,Karei Deshe Far_05_08_2022,724.524554,-0.010288272,0,0,0,0,0,0,1,0,7,0,0,0,0,1
2255,T4,4,2022,Karei Deshe Far 7,Herbaceous and Dwarf Shrub Vegetation,NA,Karei Deshe,Far,NA,NA,35.58340117,32.92339276,29/04/2012,05/08/2022,3750,1.347476398,45,0.850903525,0.525321989,724.583073,-0.238408876,Karei Deshe Far,Karei Deshe Far_05_08_2022,662.147616,-0.068109657,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2256,T4,4,2022,Karei Deshe Far 8,Herbaceous and Dwarf Shrub Vegetation,NA,Karei Deshe,Far,NA,NA,35.58345683,32.92261178,29/04/2012,05/08/2022,3750,1.347476398,45,0.850903525,0.525321989,797.090419,-0.170840719,Karei Deshe Far,Karei Deshe Far_05_08_2022,577.220296,-0.146834511,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2257,T4,4,2022,Karei Deshe Far 9,Herbaceous and Dwarf Shrub Vegetation,NA,Karei Deshe,Far,NA,NA,35.58325768,32.92184122,29/04/2012,05/08/2022,3750,1.347476398,45,0.850903525,0.525321989,858.812714,-0.113322937,Karei Deshe Far,Karei Deshe Far_05_08_2022,499.660013,-0.218730361,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,T4,4,2022,Natur Far 1,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73840939,32.83987278,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,917.734362,-0.058415023,Natur Far,Natur Far_19_07_2022,667.456261,-0.063188717,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2259,T4,4,2022,Natur Far 2,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.7381928,32.84079645,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,815.132639,-0.154027532,Natur Far,Natur Far_19_07_2022,740.735368,0.004738624,3,0,0,0,0,0,0,0,2,0,0,0,0,2
2260,T4,4,2022,Natur Far 3,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73773079,32.84156237,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,730.851502,-0.232567451,Natur Far,Natur Far_19_07_2022,827.05674,0.084755718,41,2,0,0,0,0,0,0,2,0,0,0,20,11
2261,T4,4,2022,Natur Far 4,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73735628,32.84248068,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,631.90623,-0.324772587,Natur Far,Natur Far_19_07_2022,920.565502,0.171435288,1,0,0,0,0,0,0,0,0,0,0,0,1,2
2262,T4,4,2022,Natur Far 5,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73699184,32.84381896,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,490.517925,-0.456529542,Natur Far,Natur Far_19_07_2022,1049.988621,0.291406294,27,0,0,0,0,0,1,0,1,0,0,0,0,5
2263,T4,4,2022,Natur Far 6,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73698446,32.84485555,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,378.988925,-0.560461204,Natur Far,Natur Far_19_07_2022,1137.960045,0.372952933,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2264,T4,4,2022,Natur Far 7,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73720574,32.84572622,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,280.48763,-0.652252606,Natur Far,Natur Far_19_07_2022,1202.866585,0.433119177,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2265,T4,4,2022,Natur Far 8,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73704213,32.84663039,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,194.037243,-0.732814006,Natur Far,Natur Far_19_07_2022,1294.630808,0.518181616,2,0,0,0,0,0,0,0,3,0,0,0,0,1
2266,T4,4,2022,Natur Far 9,Herbaceous and Dwarf Shrub Vegetation,NA,Natur,Far,NA,NA,35.73750213,32.84692784,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,145.434102,-0.778106308,Natur Far,Natur Far_19_07_2022,1300.071145,0.523224631,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2267,T4,4,2022,Shaal Far 1,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.751803,33.08822413,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,360.520661,-0.577671413,Shaal Far,Shaal Far_19_07_2022,558.295736,-0.16437696,2,0,0,0,0,0,5,0,0,0,1,0,0,6
2268,T4,4,2022,Shaal Far 2,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.75087126,33.08840559,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,449.782007,-0.494490536,Shaal Far,Shaal Far_19_07_2022,634.70933,-0.093544053,7,2,0,0,0,0,3,0,0,0,0,0,3,9
2269,T4,4,2022,Shaal Far 3,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.74988253,33.08821767,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,536.012014,-0.414134503,Shaal Far,Shaal Far_19_07_2022,687.560287,-0.044552941,14,14,0,0,0,0,19,0,0,0,0,0,1,2
2270,T4,4,2022,Shaal Far 4,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.74962538,33.08715163,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,546.024221,-0.404804326,Shaal Far,Shaal Far_19_07_2022,636.331162,-0.092040667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2271,T4,4,2022,Shaal Far 5,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.74929245,33.08630974,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,582.818999,-0.370516003,Shaal Far,Shaal Far_19_07_2022,620.952745,-0.106295958,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,T4,4,2022,Shaal Far 6,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.74986577,33.08571674,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,535.56305,-0.414552884,Shaal Far,Shaal Far_19_07_2022,547.403346,-0.17447385,3,3,0,0,0,0,1,0,0,0,0,0,1,1
2273,T4,4,2022,Shaal Far 7,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.74985035,33.08481219,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,546.219149,-0.404622677,Shaal Far,Shaal Far_19_07_2022,525.160139,-0.195092577,3,1,0,0,0,0,6,0,0,0,0,0,3,2
2274,T4,4,2022,Shaal Far 8,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.74913453,33.08462257,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,614.703996,-0.340803007,Shaal Far,Shaal Far_19_07_2022,587.788266,-0.137038348,5,2,0,0,0,0,2,0,0,0,0,0,0,8
2275,T4,4,2022,Shaal Far 9,Herbaceous and Dwarf Shrub Vegetation,NA,Shaal,Far,NA,NA,35.74830204,33.08442003,29/04/2012,19/07/2022,3733,1.332787399,28,0.270905788,-0.962605866,694.167937,-0.266752138,Shaal Far,Shaal Far_19_07_2022,662.524455,-0.06776034,0,0,0,0,0,0,0,0,2,0,0,0,0,3
2276,T4,4,2022,Yavneel Far 1,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.509687,32.679954,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1548.348159,0.52924146,Yavneel Far,Yavneel Far_16_08_2022,94.468926,-0.594329273,0,0,0,0,0,0,1,0,0,0,0,0,27,0
2277,T4,4,2022,Yavneel Far 2,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.509952,32.67916,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1638.927167,0.613650239,Yavneel Far,Yavneel Far_16_08_2022,89.338283,-0.599085211,0,0,0,0,0,0,1,0,0,0,0,0,9,0
2278,T4,4,2022,Yavneel Far 3,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.510685,32.678735,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1702.848117,0.673216904,Yavneel Far,Yavneel Far_16_08_2022,132.904803,-0.558700469,2,0,0,0,0,0,11,0,1,0,0,0,1,4
2279,T4,4,2022,Yavneel Far 4,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.511521,32.677803,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1824.099175,0.786208359,Yavneel Far,Yavneel Far_16_08_2022,54.88829,-0.63101923,2,0,0,0,0,0,14,0,1,0,0,0,1,10
2280,T4,4,2022,Yavneel Far 5,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.512414,32.677343,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1898.646567,0.855677594,Yavneel Far,Yavneel Far_16_08_2022,42.111548,-0.642862853,0,2,0,0,0,0,0,0,0,0,0,0,3,2
2281,T4,4,2022,Yavneel Far 6,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.513409,32.677126,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1953.636202,0.906921344,Yavneel Far,Yavneel Far_16_08_2022,37.680384,-0.646970398,0,0,0,0,0,0,0,0,0,0,0,0,6,1
2282,T4,4,2022,Yavneel Far 7,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.51013,32.677337,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1840.41297,0.801410861,Yavneel Far,Yavneel Far_16_08_2022,20.536224,-0.662862474,5,0,0,0,0,0,0,0,0,0,0,0,4,2
2283,T4,4,2022,Yavneel Far 8,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.511465,32.677317,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1874.196334,0.832892907,Yavneel Far,Yavneel Far_16_08_2022,18.735593,-0.6645316,0,0,0,0,0,0,0,0,0,0,0,0,11,1
2284,T4,4,2022,Yavneel Far 9,Herbaceous and Dwarf Shrub Vegetation,NA,Yavneel,Far,NA,NA,35.509742,32.678195,29/04/2012,16/08/2022,3761,1.356981044,56,-0.521551002,0.853220108,1739.721973,0.707578919,Yavneel Far,Yavneel Far_16_08_2022,27.693305,-0.656228094,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1127,T2,2,2017,Beer Milka Far Shifting 1_1,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.41789,30.94665,29/04/2012,18/09/2017,1968,-0.192276289,89,0.860069406,0.510177045,1628.916778,0.604321757,Beer Milka Far Shifting 1,Beer Milka Far Shifting 1_18_09_2017,2166.64876,1.326513793,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1128,T2,2,2017,Beer Milka Far Shifting 1_2,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.41855,30.94702,29/04/2012,18/09/2017,1968,-0.192276289,89,0.860069406,0.510177045,1702.732911,0.673109546,Beer Milka Far Shifting 1,Beer Milka Far Shifting 1_18_09_2017,2196.422751,1.354113311,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1129,T2,2,2017,Beer Milka Far Shifting 1_4,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.41956,30.9469,29/04/2012,18/09/2017,1968,-0.192276289,89,0.860069406,0.510177045,1764.659943,0.730818118,Beer Milka Far Shifting 1,Beer Milka Far Shifting 1_18_09_2017,2163.737586,1.32381523,0,0,0,0,0,2,0,0,0,0,0,0,0,2
1130,T2,2,2017,Beer Milka Far Shifting 1_9,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.41712,30.94667,29/04/2012,18/09/2017,1968,-0.192276289,89,0.860069406,0.510177045,1578.827577,0.557644624,Beer Milka Far Shifting 1,Beer Milka Far Shifting 1_18_09_2017,2182.555887,1.341259181,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1131,T2,2,2018,Beer Milka Far Shifting 2_1,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.37976,30.9814,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,5445.674888,4.161082893,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_02_02_2018,1168.424566,0.401192549,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1132,T2,2,2018,Beer Milka Far Shifting 2_6,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.37752,30.98171,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,5571.715849,4.278537963,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_02_02_2018,1042.612521,0.28456889,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1133,T2,2,2018,Beer Milka Far Shifting 2_7,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.37704,30.98176,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,5597.835056,4.302877934,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_02_02_2018,1018.193416,0.261933177,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1134,T2,2,2018,Beer Milka Far Shifting 2_8,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.37631,30.98175,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,5629.656499,4.332531705,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_02_02_2018,976.179204,0.222987374,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1135,T2,2,2018,Beer Milka Far Shifting 3_1,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.44537,30.91571,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,1093.649975,0.105517246,Beer Milka Far Shifting 3,Beer Milka Far Shifting 3_02_02_2018,1299.082946,0.522308603,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1136,T2,2,2018,Beer Milka Far Shifting 3_2,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.44444,30.91571,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,1012.523856,0.029917425,Beer Milka Far Shifting 3,Beer Milka Far Shifting 3_02_02_2018,1257.678487,0.483928021,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1137,T2,2,2018,Beer Milka Far Shifting 3_4,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.44402,30.91603,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,992.4742769,0.011233621,Beer Milka Far Shifting 3,Beer Milka Far Shifting 3_02_02_2018,1273.034273,0.498162333,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1138,T2,2,2018,Beer Milka Far Shifting 3_5,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.44526,30.9162,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,1106.674958,0.117654969,Beer Milka Far Shifting 3,Beer Milka Far Shifting 3_02_02_2018,1341.667519,0.561783112,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1139,T2,2,2018,Beer Milka Far Shifting 3_6,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.44743,30.91611,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,1292.652266,0.290963531,Beer Milka Far Shifting 3,Beer Milka Far Shifting 3_02_02_2018,1442.445609,0.655201112,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1140,T2,2,2018,Beer Milka Far Shifting 3_7,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.4476,30.91641,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,1320.213673,0.31664746,Beer Milka Far Shifting 3,Beer Milka Far Shifting 3_02_02_2018,1478.979434,0.689066775,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1141,T2,2,2018,Beer Milka Far Shifting 3_8,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.44896,30.91648,29/04/2012,02/02/2018,2105,-0.07390024,-139,-0.696080131,0.717964101,1443.832897,0.431845761,Beer Milka Far Shifting 3,Beer Milka Far Shifting 3_02_02_2018,1533.543678,0.739646048,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1142,T2,2,2018,Beer Milka Near Semi-Shifting 1_7,Inland Sands,NA,Beer Milka,NA,Near,Semi-Shifting,34.39409,30.96412,29/04/2012,12/02/2018,2115,-0.065259653,-129,0.193473392,-0.981105523,3153.860071,2.025386148,Beer Milka Near Semi-Shifting,Beer Milka Near Semi-Shifting_12_02_2018,167.281516,-0.526834379,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1143,T2,2,2018,Beer Milka Near Semi-Shifting 1_8,Inland Sands,NA,Beer Milka,NA,Near,Semi-Shifting,34.39366,30.96453,29/04/2012,12/02/2018,2115,-0.065259653,-129,0.193473392,-0.981105523,3209.897814,2.077606608,Beer Milka Near Semi-Shifting,Beer Milka Near Semi-Shifting_12_02_2018,192.656165,-0.503312907,1,0,0,0,0,1,0,0,0,0,0,0,0,2
1144,T2,2,2017,Beer Milka Near Shifting 1_1,Inland Sands,NA,Beer Milka,NA,Near,Shifting,34.42499,30.92995,29/04/2012,17/09/2017,1967,-0.193140347,88,0.035398303,0.999373284,1535.52763,0.517294263,Beer Milka Near Shifting,Beer Milka Near Shifting_17_09_2017,218.03996,-0.479782958,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1145,T2,2,2017,Beer Milka Near Shifting 1_2,Inland Sands,NA,Beer Milka,NA,Near,Shifting,34.41954,30.92883,29/04/2012,17/09/2017,1967,-0.193140347,88,0.035398303,0.999373284,1038.086338,0.053738595,Beer Milka Near Shifting,Beer Milka Near Shifting_17_09_2017,199.3634,-0.497095519,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1146,T2,2,2017,Beer Milka Near Shifting 1_3,Inland Sands,NA,Beer Milka,NA,Near,Shifting,34.42005,30.92907,29/04/2012,17/09/2017,1967,-0.193140347,88,0.035398303,0.999373284,1080.065086,0.092857757,Beer Milka Near Shifting,Beer Milka Near Shifting_17_09_2017,211.138182,-0.486180681,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1147,T2,2,2017,Beer Milka Near Shifting 1_6,Inland Sands,NA,Beer Milka,NA,Near,Shifting,34.42205,30.92874,29/04/2012,17/09/2017,1967,-0.193140347,88,0.035398303,0.999373284,1274.679838,0.274215382,Beer Milka Near Shifting,Beer Milka Near Shifting_17_09_2017,143.574226,-0.548810263,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,T2,2,2017,Beer Milka Near Shifting 1_7,Inland Sands,NA,Beer Milka,NA,Near,Shifting,34.42254,30.92948,29/04/2012,17/09/2017,1967,-0.193140347,88,0.035398303,0.999373284,1307.722045,0.305006759,Beer Milka Near Shifting,Beer Milka Near Shifting_17_09_2017,223.861987,-0.474386129,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1149,T2,2,2017,Beer Milka Near Shifting 1_8,Inland Sands,NA,Beer Milka,NA,Near,Shifting,34.42313,30.92935,29/04/2012,17/09/2017,1967,-0.193140347,88,0.035398303,0.999373284,1365.503233,0.358851902,Beer Milka Near Shifting,Beer Milka Near Shifting_17_09_2017,193.062147,-0.502936575,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1150,T2,2,2017,Beer Milka Near Shifting 1_9,Inland Sands,NA,Beer Milka,NA,Near,Shifting,34.42351,30.92895,29/04/2012,17/09/2017,1967,-0.193140347,88,0.035398303,0.999373284,1407.908249,0.398368295,Beer Milka Near Shifting,Beer Milka Near Shifting_17_09_2017,139.331925,-0.552742737,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1151,T2,2,2017,Secher Far 1_2,Inland Sands,NA,Secher,NA,Far,Semi-Shifting,34.76557,31.08331,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,4787.129262,3.547397293,Secher Far Semi-Shifting,Secher Far Semi-Shifting_02_10_2017,3422.791731,2.490917324,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1152,T2,2,2017,Secher Far 1_4,Inland Sands,NA,Secher,NA,Far,Shifting,34.7762,31.09987,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,2724.894648,1.625641783,Secher Far Shifting,Secher Far Shifting_02_10_2017,4121.285604,3.138398344,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1153,T2,2,2017,Secher Far 1_7,Inland Sands,NA,Secher,NA,Far,Shifting,34.7793,31.10212,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,4822.952339,3.580780108,Secher Far Shifting,Secher Far Shifting_02_10_2017,3224.854253,2.307435743,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1154,T2,2,2017,Secher Far 1_7,Inland Sands,NA,Secher,NA,Far,Semi-Shifting,34.7622,31.08419,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,4822.952339,3.580780108,Secher Far Semi-Shifting,Secher Far Semi-Shifting_02_10_2017,3224.854253,2.307435743,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1155,T2,2,2017,Secher Far 1_8,Inland Sands,NA,Secher,NA,Far,Semi-Shifting,34.76276,31.08469,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,4750.200136,3.512983774,Secher Far Semi-Shifting,Secher Far Semi-Shifting_02_10_2017,3301.325853,2.37832242,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1156,T2,2,2017,Secher Far 1_9,Inland Sands,NA,Secher,NA,Far,Semi-Shifting,34.76347,31.08474,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,4717.242289,3.48227101,Secher Far Semi-Shifting,Secher Far Semi-Shifting_02_10_2017,3357.406129,2.430307006,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1157,T2,2,2017,Shunra Far 1,Inland Sands,NA,Shunra,NA,Far,Semi-Shifting,34.60658,30.95667,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,8529.649838,7.034977945,Shunra Far Semi-Shifting,Shunra Far Semi-Shifting_02_10_2017,3673.172302,2.723011941,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1158,T2,2,2017,Shunra Far 2,Inland Sands,NA,Shunra,NA,Far,Semi-Shifting,34.60671,30.9572,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,8512.567383,7.019059144,Shunra Far Semi-Shifting,Shunra Far Semi-Shifting_02_10_2017,3725.238059,2.771275198,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1159,T2,2,2017,Shunra Far 4,Inland Sands,NA,Shunra,NA,Far,Semi-Shifting,34.60684,30.95854,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,8490.073548,6.998097586,Shunra Far Semi-Shifting,Shunra Far Semi-Shifting_02_10_2017,3863.385653,2.899333508,0,0,0,0,0,2,0,0,0,1,0,0,0,1
1160,T2,2,2017,Shunra Far 8,Inland Sands,NA,Shunra,NA,Far,Semi-Shifting,34.60737,30.95916,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,8435.700304,6.947428239,Shunra Far Semi-Shifting,Shunra Far Semi-Shifting_02_10_2017,3915.047916,2.94722274,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1161,T2,2,2017,Shunra Far 9,Inland Sands,NA,Shunra,NA,Far,Semi-Shifting,34.60886,30.9582,29/04/2012,02/10/2017,1982,-0.180179466,103,0.622988631,-0.78223089,8299.792702,6.820778642,Shunra Far Semi-Shifting,Shunra Far Semi-Shifting_02_10_2017,3775.239414,2.817624822,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1678,T3,3,2020,Beer Milka Far Shifting 1_1,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.41768497,30.9466808,29/04/2012,18/07/2020,3002,0.701160455,27,0.956375928,-0.292138809,1617.399668,0.59358919,Beer Milka Far Shifting 1,Beer Milka Far Shifting 1_18_07_2020,2173.616054,1.332972247,0,0,0,0,0,4,0,0,0,1,0,0,0,0
1679,T3,3,2020,Beer Milka Far Shifting 1_6,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.42055024,30.9468956,29/04/2012,18/07/2020,3002,0.701160455,27,0.956375928,-0.292138809,1836.340722,0.797616014,Beer Milka Far Shifting 1,Beer Milka Far Shifting 1_18_07_2020,2142.36488,1.304003429,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1680,T3,3,2020,Beer Milka Far Shifting 2_1,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.37985174,30.981404,29/04/2012,07/08/2020,3022,0.71844163,47,0.123573123,-0.992335469,5442.306353,4.157943822,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_07_08_2020,1131.321244,0.366798981,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1681,T3,3,2020,Beer Milka Far Shifting 2_2,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.37926233,30.98132495,29/04/2012,07/08/2020,3022,0.71844163,47,0.123573123,-0.992335469,5458.841164,4.173352284,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_07_08_2020,1088.4475,0.32705642,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1682,T3,3,2020,Beer Milka Far Shifting 2_3,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.37878355,30.98124677,29/04/2012,07/08/2020,3022,0.71844163,47,0.123573123,-0.992335469,5471.286399,4.184949752,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_07_08_2020,1054.163224,0.295276015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1683,T3,3,2020,Beer Milka Far Shifting 2_4,Inland Sands,NA,Beer Milka,NA,Far,Shifting,34.3783524,30.9811637,29/04/2012,07/08/2020,3022,0.71844163,47,0.123573123,-0.992335469,5481.555267,4.194519106,Beer Milka Far Shifting 2,Beer Milka Far Shifting 2_07_08_2020,1021.675993,0.265161412,0,0,0,0,0,0,0,0,0,0,0,0,0,3
